node,latency_ms,deadline_ms
sensor,0.05140001303516328,100.0
sensor,0.04840001929551363,100.0
sensor,0.07330000516958535,100.0
sensor,0.07280000136233866,100.0
sensor,0.050000002374872565,100.0
sensor,0.08280001929961145,100.0
sensor,0.05780000356025994,100.0
sensor,0.05500001134350896,100.0
sensor,0.07460001506842673,100.0
sensor,0.07990002632141113,100.0
sensor,0.05259999306872487,100.0
sensor,0.09459999273531139,100.0
sensor,0.07500001811422408,100.0
sensor,0.05729999975301325,100.0
sensor,0.10619999375194311,100.0
sensor,0.16190001042559743,100.0
sensor,0.09410001803189516,100.0
sensor,0.06669998401775956,100.0
sensor,0.07449998520314693,100.0
sensor,0.1120000088121742,100.0
sensor,0.12969999806955457,100.0
sensor,0.17750001279637218,100.0
sensor,0.0748000165913254,100.0
sensor,0.12159999459981918,100.0
sensor,0.07419998291879892,100.0
sensor,0.1109000004362315,100.0
sensor,0.08420000085607171,100.0
sensor,0.10030000703409314,100.0
sensor,0.13349999790079892,100.0
sensor,0.1218999968841672,100.0
sensor,0.1449999981559813,100.0
sensor,0.09029998909682035,100.0
sensor,0.07280000136233866,100.0
sensor,0.14590000500902534,100.0
sensor,0.2935000229626894,100.0
sensor,0.069500005338341,100.0
sensor,0.08280001929961145,100.0
sensor,0.10099998326040804,100.0
sensor,0.11250001261942089,100.0
sensor,0.23370000417344272,100.0
sensor,0.09549999958835542,100.0
sensor,0.16009999671950936,100.0
sensor,0.1145999995060265,100.0
sensor,0.05830000736750662,100.0
sensor,0.09899999713525176,100.0
sensor,0.10339997243136168,100.0
sensor,0.24349999148398638,100.0
sensor,0.6509999802801758,100.0
sensor,0.13760000001639128,100.0
sensor,0.09399998816661537,100.0
sensor,0.11439999798312783,100.0
sensor,0.10539998766034842,100.0
sensor,0.19859999883919954,100.0
sensor,0.1260999997612089,100.0
sensor,0.2108000044245273,100.0
sensor,0.12010001228190958,100.0
sensor,0.1680999994277954,100.0
sensor,0.1750999945215881,100.0
sensor,0.09849999332800508,100.0
sensor,0.10679999832063913,100.0
sensor,0.08530000923201442,100.0
sensor,0.07830001413822174,100.0
sensor,0.09099999442696571,100.0
sensor,0.24640001356601715,100.0
sensor,0.11729999096132815,100.0
sensor,0.20209999638609588,100.0
sensor,0.17649997607804835,100.0
sensor,0.16500000492669642,100.0
sensor,0.13879998004995286,100.0
sensor,0.2162999880965799,100.0
sensor,0.6359000108204782,100.0
sensor,0.1451000280212611,100.0
sensor,0.09280000813305378,100.0
sensor,0.09389998740516603,100.0
sensor,0.19419999443925917,100.0
sensor,0.09290000889450312,100.0
sensor,0.09020001743920147,100.0
sensor,0.09769998723641038,100.0
sensor,0.10350000229664147,100.0
sensor,0.09059999138116837,100.0
sensor,0.10179998935200274,100.0
sensor,0.09190000128000975,100.0
sensor,0.10450000991113484,100.0
sensor,0.08299999171867967,100.0
sensor,0.12670000432990491,100.0
sensor,0.09980000322684646,100.0
sensor,0.09929999941959977,100.0
sensor,0.09119999594986439,100.0
sensor,0.07479998748749495,100.0
sensor,0.19150000298395753,100.0
sensor,0.40060002356767654,100.0
sensor,0.07870001718401909,100.0
sensor,0.12450001668184996,100.0
sensor,0.09469999349676073,100.0
sensor,0.08709999383427203,100.0
sensor,0.08600001456215978,100.0
sensor,0.0714000198058784,100.0
sensor,0.18010000349022448,100.0
sensor,0.09450002107769251,100.0
sensor,0.09859999408945441,100.0
sensor,0.08170001092366874,100.0
sensor,0.07340000593103468,100.0
sensor,0.25939999613910913,100.0
sensor,0.08800000068731606,100.0
sensor,0.09059999138116837,100.0
sensor,0.13410000246949494,100.0
sensor,0.10040000779554248,100.0
sensor,0.11389999417588115,100.0
sensor,0.1283999881707132,100.0
sensor,0.07119998917914927,100.0
sensor,0.07909999112598598,100.0
sensor,0.07850001566112041,100.0
sensor,0.07029998232610524,100.0
sensor,0.0858000130392611,100.0
sensor,0.1005999802146107,100.0
sensor,0.08430000161752105,100.0
sensor,0.06439999560825527,100.0
sensor,0.07929999264888465,100.0
sensor,0.08600001456215978,100.0
sensor,0.06750001921318471,100.0
sensor,0.07609999738633633,100.0
sensor,0.11850000009872019,100.0
sensor,0.07999999797903001,100.0
sensor,0.09670000872574747,100.0
sensor,0.13909998233430088,100.0
sensor,0.1790999958757311,100.0
sensor,0.083099992480129,100.0
sensor,0.08319999324157834,100.0
sensor,0.07259999983943999,100.0
sensor,0.1188000023830682,100.0
sensor,0.08379999781027436,100.0
sensor,0.07169999298639596,100.0
sensor,0.08779999916441739,100.0
sensor,0.08860000525601208,100.0
sensor,0.11850000009872019,100.0
sensor,0.08480000542476773,100.0
sensor,0.08630001684650779,100.0
sensor,0.12429998605512083,100.0
sensor,0.08399999933317304,100.0
sensor,0.07300000288523734,100.0
sensor,0.0771000050008297,100.0
sensor,0.2403999969828874,100.0
sensor,0.13279999257065356,100.0
sensor,0.08170001092366874,100.0
sensor,0.14260000898502767,100.0
sensor,0.09469999349676073,100.0
sensor,0.09360001422464848,100.0
sensor,0.11039999662898481,100.0
sensor,0.08960001287050545,100.0
sensor,0.11480000102892518,100.0
sensor,0.07619999814778566,100.0
sensor,0.12510002125054598,100.0
sensor,0.0743999844416976,100.0
sensor,0.07569999434053898,100.0
sensor,0.24129997473210096,100.0
sensor,0.12959999730810523,100.0
sensor,0.07940002251416445,100.0
sensor,0.07910002022981644,100.0
sensor,0.07169999298639596,100.0
sensor,0.07670000195503235,100.0
sensor,0.0816000101622194,100.0
sensor,0.18280002404935658,100.0
sensor,0.1044000091496855,100.0
sensor,0.06070002564229071,100.0
sensor,0.09949997183866799,100.0
sensor,0.3191000141669065,100.0
sensor,0.08100000559352338,100.0
sensor,0.0850000069476664,100.0
sensor,0.6191999709699303,100.0
sensor,0.09449999197386205,100.0
sensor,0.07879998884163797,100.0
sensor,0.0790000194683671,100.0
sensor,0.058200006606057286,100.0
sensor,0.0982999918051064,100.0
sensor,0.08339999476447701,100.0
sensor,0.08699999307282269,100.0
sensor,0.07670000195503235,100.0
sensor,0.11490000179037452,100.0
sensor,0.08110000635497272,100.0
sensor,0.10130001464858651,100.0
sensor,0.15970002277754247,100.0
sensor,0.08759999764151871,100.0
sensor,0.0751999905332923,100.0
sensor,0.12550002429634333,100.0
sensor,0.09129999671131372,100.0
sensor,0.08680002065375447,100.0
sensor,0.1086000120267272,100.0
sensor,0.17460001981817186,100.0
sensor,0.09050001972354949,100.0
sensor,0.0858000130392611,100.0
sensor,0.08060000254772604,100.0
sensor,0.09129999671131372,100.0
sensor,0.11250001261942089,100.0
sensor,0.2786999975796789,100.0
sensor,0.09079999290406704,100.0
sensor,0.09529999806545675,100.0
sensor,0.10190001921728253,100.0
sensor,0.235399988014251,100.0
sensor,0.11210000957362354,100.0
sensor,0.061700004152953625,100.0
sensor,0.07770000956952572,100.0
sensor,0.12849998893216252,100.0
sensor,0.08339999476447701,100.0
sensor,0.2677000011317432,100.0
sensor,0.07569999434053898,100.0
sensor,0.0957000011112541,100.0
sensor,0.0824000162538141,100.0
sensor,0.13710002531297505,100.0
sensor,0.3930999955628067,100.0
sensor,0.1619999820832163,100.0
sensor,0.06799999391660094,100.0
sensor,0.0914999982342124,100.0
sensor,0.25400001322850585,100.0
sensor,0.2843999827746302,100.0
sensor,0.08009999874047935,100.0
sensor,0.08349999552592635,100.0
sensor,0.14789999113418162,100.0
sensor,0.08599998545832932,100.0
sensor,0.2531000063754618,100.0
sensor,0.1928000128827989,100.0
sensor,0.09580000187270343,100.0
sensor,0.07830001413822174,100.0
sensor,0.06689998554065824,100.0
sensor,0.09640000644139946,100.0
sensor,0.08210001396946609,100.0
sensor,0.09469999349676073,100.0
sensor,0.05429997690953314,100.0
sensor,0.10559998918324709,100.0
sensor,0.05880001117475331,100.0
sensor,0.05390000296756625,100.0
sensor,0.07579999510198832,100.0
sensor,0.053599971579387784,100.0
sensor,0.07320000440813601,100.0
sensor,0.05339999916031957,100.0
sensor,0.05190001684240997,100.0
sensor,0.0686999992467463,100.0
sensor,0.06859999848529696,100.0
sensor,0.09519999730400741,100.0
sensor,0.05800000508315861,100.0
sensor,0.06469999789260328,100.0
sensor,0.16949998098425567,100.0
sensor,0.052799994591623545,100.0
sensor,0.07869998808018863,100.0
sensor,0.055899989092722535,100.0
sensor,0.07379997987300158,100.0
sensor,0.05169998621568084,100.0
sensor,0.05189998773857951,100.0
sensor,0.4146999854128808,100.0
sensor,0.048999994760379195,100.0
sensor,0.09169999975711107,100.0
sensor,0.079699995694682,100.0
sensor,0.05560001591220498,100.0
sensor,0.07609999738633633,100.0
sensor,0.054899981478229165,100.0
sensor,0.06649998249486089,100.0
sensor,0.05319999763742089,100.0
sensor,0.0737000082153827,100.0
sensor,0.07310000364668667,100.0
sensor,0.08640001760795712,100.0
sensor,0.11589998030103743,100.0
sensor,0.09529999806545675,100.0
sensor,0.099799974123016,100.0
sensor,0.08110000635497272,100.0
sensor,0.079699995694682,100.0
sensor,0.08650001836940646,100.0
sensor,0.055100012104958296,100.0
sensor,0.11530000483617187,100.0
sensor,0.09849999332800508,100.0
sensor,0.0523999915458262,100.0
sensor,0.0610999995842576,100.0
sensor,0.08659999002702534,100.0
sensor,0.1914000022225082,100.0
sensor,0.0709999876562506,100.0
sensor,0.057199998991563916,100.0
sensor,0.08840000373311341,100.0
sensor,0.05569998756982386,100.0
sensor,0.06730001769028604,100.0
sensor,0.06309998570941389,100.0
sensor,0.066100008552894,100.0
sensor,0.05440000677481294,100.0
sensor,0.06990000838413835,100.0
sensor,0.05339999916031957,100.0
sensor,0.07899999036453664,100.0
sensor,0.06810002378188074,100.0
sensor,0.0720999960321933,100.0
sensor,0.04650000482797623,100.0
sensor,0.0872999953571707,100.0
sensor,0.06079999729990959,100.0
sensor,0.07500001811422408,100.0
sensor,0.06160000339150429,100.0
sensor,0.06399999256245792,100.0
sensor,0.07020001066848636,100.0
sensor,0.07149999146349728,100.0
sensor,0.10350000229664147,100.0
sensor,0.05840000812895596,100.0
sensor,0.1092999882530421,100.0
sensor,0.11339999036863446,100.0
sensor,0.08739999611862004,100.0
sensor,0.07160002132877707,100.0
sensor,0.08709999383427203,100.0
sensor,0.07979999645613134,100.0
sensor,0.10510001447983086,100.0
sensor,0.07989999721758068,100.0
sensor,0.12769998284056783,100.0
sensor,0.07569999434053898,100.0
sensor,0.09960000170394778,100.0
sensor,0.0754999928176403,100.0
sensor,0.07879998884163797,100.0
sensor,0.10710000060498714,100.0
sensor,0.13310002395883203,100.0
sensor,0.24480000138282776,100.0
sensor,0.05780000356025994,100.0
sensor,0.0706000137142837,100.0
sensor,0.0892000098247081,100.0
sensor,0.0706000137142837,100.0
sensor,0.0610999995842576,100.0
sensor,1.9059999904129654,100.0
sensor,0.08349999552592635,100.0
sensor,0.0858000130392611,100.0
sensor,0.05289999535307288,100.0
sensor,0.056500022765249014,100.0
sensor,0.0934000127017498,100.0
sensor,0.09789998875930905,100.0
sensor,0.12100001913495362,100.0
controller,0.2992000081576407,80.0
controller,0.04089999129064381,80.0
controller,0.022499996703118086,80.0
controller,0.035500008380040526,80.0
controller,0.02069998299703002,80.0
controller,0.024399982066825032,80.0
controller,0.019500002963468432,80.0
controller,0.031000003218650818,80.0
controller,0.0439999857917428,80.0
controller,0.02370000584051013,80.0
controller,0.028600014047697186,80.0
controller,0.020800012862309813,80.0
controller,0.03940000897273421,80.0
controller,0.031400006264448166,80.0
controller,0.03919997834600508,80.0
controller,0.03540000761859119,80.0
controller,0.029999995604157448,80.0
controller,0.030399998649954796,80.0
controller,0.03279998782090843,80.0
controller,0.015700003132224083,80.0
controller,0.02910001785494387,80.0
controller,0.022499996703118086,80.0
controller,0.03860000288113952,80.0
controller,0.026900001103058457,80.0
controller,0.03709999145939946,80.0
controller,0.029199989512562752,80.0
controller,0.032899988582357764,80.0
controller,0.034199998481199145,80.0
controller,0.03940000897273421,80.0
controller,0.028000009479001164,80.0
controller,0.02759997732937336,80.0
controller,0.03330002073198557,80.0
controller,0.032100011594593525,80.0
controller,0.04650000482797623,80.0
controller,0.03960001049563289,80.0
controller,0.027699978090822697,80.0
controller,0.021499989088624716,80.0
controller,0.020000006770715117,80.0
controller,0.019500002963468432,80.0
controller,0.02859998494386673,80.0
controller,0.03759999526664615,80.0
controller,0.0357000099029392,80.0
controller,0.03170000854879618,80.0
controller,0.015900004655122757,80.0
controller,0.03060000017285347,80.0
controller,0.02020000829361379,80.0
controller,0.021700019715353847,80.0
controller,0.03660001675598323,80.0
controller,0.02440001117065549,80.0
controller,0.020500010577961802,80.0
controller,0.020099978428333998,80.0
controller,0.05129998316988349,80.0
controller,0.034500000765547156,80.0
controller,0.020500010577961802,80.0
controller,0.031800009310245514,80.0
controller,0.023500004317611456,80.0
controller,0.022499996703118086,80.0
controller,0.02370000584051013,80.0
controller,0.035900011425837874,80.0
controller,0.024200009647756815,80.0
controller,0.03170000854879618,80.0
controller,0.03200001083314419,80.0
controller,0.034199998481199145,80.0
controller,0.029999995604157448,80.0
controller,0.04020001506432891,80.0
controller,0.030399998649954796,80.0
controller,0.03209998249076307,80.0
controller,0.03029999788850546,80.0
controller,0.03130000550299883,80.0
controller,0.032800016924738884,80.0
controller,0.029700022423639894,80.0
controller,0.020799983758479357,80.0
controller,0.03740002284757793,80.0
controller,0.022499996703118086,80.0
controller,0.028000009479001164,80.0
controller,0.03789999755099416,80.0
controller,0.041099992813542485,80.0
controller,0.041000021155923605,80.0
controller,0.04529999569058418,80.0
controller,0.03980001201853156,80.0
controller,0.044899992644786835,80.0
controller,0.05259999306872487,80.0
controller,0.04119999357499182,80.0
controller,0.04990000161342323,80.0
controller,0.05530001362785697,80.0
controller,0.07800001185387373,80.0
controller,0.0467000063508749,80.0
controller,0.05520001286640763,80.0
controller,0.05470000905916095,80.0
controller,0.04709998029284179,80.0
controller,0.055199983762577176,80.0
controller,0.1542000100016594,80.0
controller,0.04230000195093453,80.0
controller,0.045199994929134846,80.0
controller,0.047200010158121586,80.0
controller,0.04199999966658652,80.0
controller,0.040799990529194474,80.0
controller,0.04099999205209315,80.0
controller,0.045100023271515965,80.0
controller,0.04349998198449612,80.0
controller,0.04320000880397856,80.0
controller,0.6722999969497323,80.0
controller,0.07029998232610524,80.0
controller,0.04080001963302493,80.0
controller,0.04689997876994312,80.0
controller,0.045900000259280205,80.0
controller,0.03789999755099416,80.0
controller,0.536899984581396,80.0
controller,0.03860000288113952,80.0
controller,0.06959997699595988,80.0
controller,0.04060001811012626,80.0
controller,0.041799998143687844,80.0
controller,0.026299996534362435,80.0
controller,0.034199998481199145,80.0
controller,0.041799998143687844,80.0
controller,0.049299997044727206,80.0
controller,0.024900014977902174,80.0
controller,0.03920000744983554,80.0
controller,0.03989998367615044,80.0
controller,0.03640001523308456,80.0
controller,0.04700000863522291,80.0
controller,0.04409998655319214,80.0
controller,0.035999983083456755,80.0
controller,0.04119999357499182,80.0
controller,0.031200004741549492,80.0
controller,0.023200002033263445,80.0
controller,0.023900007363408804,80.0
controller,0.03290001768618822,80.0
controller,0.02609999501146376,80.0
controller,0.04949999856762588,80.0
controller,0.03530000685714185,80.0
controller,0.03369999467395246,80.0
controller,0.05709999823011458,80.0
controller,0.03370002377778292,80.0
controller,0.03510000533424318,80.0
controller,0.04379998426884413,80.0
controller,0.03649998689070344,80.0
controller,0.03749999450519681,80.0
controller,0.020199979189783335,80.0
controller,0.024800014216452837,80.0
controller,0.022799998987466097,80.0
controller,0.03460000152699649,80.0
controller,0.0363999861292541,80.0
controller,0.023200002033263445,80.0
controller,0.021899992134422064,80.0
controller,0.026299996534362435,80.0
controller,0.02239999594166875,80.0
controller,0.028699985705316067,80.0
controller,0.02269999822601676,80.0
controller,0.023900007363408804,80.0
controller,0.03359999391250312,80.0
controller,0.022599997464567423,80.0
controller,0.034199998481199145,80.0
controller,0.033899996196851134,80.0
controller,0.036900019040331244,80.0
controller,0.033199990866705775,80.0
controller,0.03200001083314419,80.0
controller,0.030099996365606785,80.0
controller,0.036699988413602114,80.0
controller,0.030199997127056122,80.0
controller,0.04010001430287957,80.0
controller,0.04959999932907522,80.0
controller,0.019700004486367106,80.0
controller,0.04600000102072954,80.0
controller,0.02950002090074122,80.0
controller,0.04199999966658652,80.0
controller,0.031800009310245514,80.0
controller,0.03709999145939946,80.0
controller,0.04020001506432891,80.0
controller,0.02440001117065549,80.0
controller,0.02829998265951872,80.0
controller,0.03890000516548753,80.0
controller,0.02269999822601676,80.0
controller,0.04390001413412392,80.0
controller,0.03579998156055808,80.0
controller,0.025999994250014424,80.0
controller,0.03270001616328955,80.0
controller,0.03580001066438854,80.0
controller,0.02169999061152339,80.0
controller,0.024500011932104826,80.0
controller,0.04169999738223851,80.0
controller,0.039000005926936865,80.0
controller,0.03779999678954482,80.0
controller,0.02710000262595713,80.0
controller,0.03609998384490609,80.0
controller,0.02549999044276774,80.0
controller,0.019099999917671084,80.0
controller,0.031200004741549492,80.0
controller,0.0501000031363219,80.0
controller,0.020099978428333998,80.0
controller,0.021899992134422064,80.0
controller,0.03309999010525644,80.0
controller,0.030700000934302807,80.0
controller,0.030399998649954796,80.0
controller,0.02929999027401209,80.0
controller,0.018699996871873736,80.0
controller,0.017399986973032355,80.0
controller,0.04199999966658652,80.0
controller,0.046999979531392455,80.0
controller,0.035200006095692515,80.0
controller,0.03500000457279384,80.0
controller,0.03309999010525644,80.0
controller,0.03480000304989517,80.0
controller,0.04230000195093453,80.0
controller,0.03890000516548753,80.0
controller,0.0501000031363219,80.0
controller,0.03540000761859119,80.0
controller,0.03409999771974981,80.0
controller,0.0447999918833375,80.0
controller,0.028300011763349175,80.0
controller,0.08789999992586672,80.0
controller,0.04189999890513718,80.0
controller,0.03789999755099416,80.0
controller,0.035999983083456755,80.0
controller,0.02720000338740647,80.0
controller,0.021899992134422064,80.0
controller,0.031100003980100155,80.0
controller,0.035900011425837874,80.0
controller,0.029000017093494534,80.0
controller,0.03950000973418355,80.0
controller,0.023100001271814108,80.0
controller,0.04700000863522291,80.0
controller,0.029300019377842546,80.0
controller,0.03369999467395246,80.0
controller,0.04220000118948519,80.0
controller,0.050000002374872565,80.0
controller,0.022700027329847217,80.0
controller,0.041799998143687844,80.0
controller,0.028000009479001164,80.0
controller,0.024200009647756815,80.0
controller,0.030199997127056122,80.0
controller,0.037999998312443495,80.0
controller,0.01920000067912042,80.0
